noOfUnits,tenure,marketSegment,typeOfSale,district,nettPrice,x,propertyType,price,project,y,floorRange,area,street,contractDate,typeOfArea
1,Freehold,CCR,3,10,,26879.1469,Condominium,2400000,JERVOIS LODGE,30730.81778,01-05,113,JERVOIS ROAD,1223,Strata
1,Freehold,CCR,3,10,,26879.1469,Condominium,2600000,JERVOIS LODGE,30730.81778,01-05,115,JERVOIS ROAD,0924,Strata
1,Freehold,CCR,3,10,,26879.1469,Condominium,2425000,JERVOIS LODGE,30730.81778,01-05,113,JERVOIS ROAD,0424,Strata
1,Freehold,CCR,3,10,,26879.1469,Condominium,2800000,JERVOIS LODGE,30730.81778,01-05,139,JERVOIS ROAD,0824,Strata
1,Freehold,CCR,3,10,,26879.1469,Condominium,1800000,JERVOIS LODGE,30730.81778,01-05,88,JERVOIS ROAD,0923,Strata
1,Freehold,CCR,3,10,,26879.1469,Condominium,2675000,JERVOIS LODGE,30730.81778,01-05,144,JERVOIS ROAD,1124,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,7881000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,191,ORCHARD BOULEVARD,0825,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2268000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,65,ORCHARD BOULEVARD,0825,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3832000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,94,ORCHARD BOULEVARD,0825,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2331000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,65,ORCHARD BOULEVARD,0825,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2311000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,65,ORCHARD BOULEVARD,0825,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1478000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1427000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1430000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1506000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1408000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1434000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1521000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1407000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1471000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1465000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1415000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1421000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1402000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2133000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2184000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2204000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2153000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2274000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2233000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2173000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2450000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2481000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2640000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2391000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2710000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2350000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2530000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2411000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2571000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1545000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,44,ORCHARD BOULEVARD,0825,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2402000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,65,ORCHARD BOULEVARD,0825,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2361000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,65,ORCHARD BOULEVARD,0825,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1502000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,44,ORCHARD BOULEVARD,0925,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2309000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,65,ORCHARD BOULEVARD,0925,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2351000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2651000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,71,ORCHARD BOULEVARD,0825,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,7264000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,191,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,7657000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,191,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,7236000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,191,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,7348000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,191,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,7378000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,191,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,7599000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,191,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,7320000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,191,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,7433000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,191,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1458000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1443000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1513000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1408000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1437000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1422000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1465000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1430000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1400000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1471000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1395000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1395000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,1556000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,44,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2395000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2286000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2356000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2215000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2315000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2181000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2335000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2225000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2186000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2235000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2196000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2225000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2245000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2366000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2205000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2166000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2385000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2215000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,65,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2587000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2547000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2377000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2477000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2457000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2508000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2602000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2348000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2438000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2632000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2618000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2557000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2491000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2560000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2681000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2470000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2501000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2430000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2370000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2591000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2691000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2620000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2661000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2720000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2581000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2360000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2650000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2550000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2354000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2700000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2540000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2630000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2460000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2511000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2700000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3382000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3318000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3328000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3539000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3446000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3781000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2367000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2371000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2497000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2387000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2448000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2338000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2428000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2358000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2487000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2528000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2407000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2467000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2598000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,2538000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,71,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3557000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3349000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3597000,UPPERHOUSE AT ORCHARD BOULEVARD,,21-25,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3296000,UPPERHOUSE AT ORCHARD BOULEVARD,,06-10,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3750000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3723000,UPPERHOUSE AT ORCHARD BOULEVARD,,26-30,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3606000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3526000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3477000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3757000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3302000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3493000,UPPERHOUSE AT ORCHARD BOULEVARD,,11-15,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3510000,UPPERHOUSE AT ORCHARD BOULEVARD,,16-20,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3765000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3773000,UPPERHOUSE AT ORCHARD BOULEVARD,,31-35,94,ORCHARD BOULEVARD,0725,Strata
1,99 yrs lease commencing from 2024,CCR,1,10,,,Apartment,3269000,UPPERHOUSE AT ORCHARD BOULEVARD,,01-05,94,ORCHARD BOULEVARD,0725,Strata
