noOfUnits,tenure,marketSegment,typeOfSale,district,nettPrice,x,propertyType,price,project,y,floorRange,area,street,contractDate,typeOfArea
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2530000,THE TRILINQ,33433.18732,26-30,141,JALAN LEMPENG,0523,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1658000,THE TRILINQ,33433.18732,06-10,85,JALAN LEMPENG,0323,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,910000,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0423,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1685000,THE TRILINQ,33433.18732,21-25,85,JALAN LEMPENG,0523,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1230000,THE TRILINQ,33433.18732,11-15,66,JALAN LEMPENG,0123,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2220000,THE TRILINQ,33433.18732,31-35,125,JALAN LEMPENG,1022,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,910000,THE TRILINQ,33433.18732,21-25,50,JALAN LEMPENG,1022,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1650168,THE TRILINQ,33433.18732,26-30,87,JALAN LEMPENG,0922,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1650000,THE TRILINQ,33433.18732,06-10,87,JALAN LEMPENG,0922,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1628888,THE TRILINQ,33433.18732,01-05,87,JALAN LEMPENG,1122,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,905000,THE TRILINQ,33433.18732,11-15,50,JALAN LEMPENG,1122,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1750000,THE TRILINQ,33433.18732,31-35,85,JALAN LEMPENG,0423,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,3910000,THE TRILINQ,33433.18732,36-40,360,JALAN LEMPENG,0623,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1830100,THE TRILINQ,33433.18732,06-10,103,JALAN LEMPENG,0723,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1820000,THE TRILINQ,33433.18732,31-35,87,JALAN LEMPENG,0723,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,920000,THE TRILINQ,33433.18732,21-25,50,JALAN LEMPENG,0723,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,878000,THE TRILINQ,33433.18732,06-10,50,JALAN LEMPENG,0623,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,890000,THE TRILINQ,33433.18732,06-10,50,JALAN LEMPENG,0523,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1330000,THE TRILINQ,33433.18732,11-15,70,JALAN LEMPENG,1123,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1770000,THE TRILINQ,33433.18732,21-25,87,JALAN LEMPENG,1223,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,928000,THE TRILINQ,33433.18732,21-25,50,JALAN LEMPENG,0623,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2200000,THE TRILINQ,33433.18732,06-10,126,JALAN LEMPENG,0924,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1625000,THE TRILINQ,33433.18732,06-10,103,JALAN LEMPENG,0324,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2000000,THE TRILINQ,33433.18732,06-10,103,JALAN LEMPENG,0524,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2200000,THE TRILINQ,33433.18732,01-05,158,JALAN LEMPENG,0723,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1750000,THE TRILINQ,33433.18732,21-25,87,JALAN LEMPENG,0823,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2515000,THE TRILINQ,33433.18732,16-20,141,JALAN LEMPENG,1023,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1260000,THE TRILINQ,33433.18732,11-15,66,JALAN LEMPENG,1223,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2613000,THE TRILINQ,33433.18732,21-25,141,JALAN LEMPENG,1223,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,4000000,THE TRILINQ,33433.18732,36-40,368,JALAN LEMPENG,1223,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,945000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,1023,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1800000,THE TRILINQ,33433.18732,31-35,85,JALAN LEMPENG,0524,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2450000,THE TRILINQ,33433.18732,01-05,158,JALAN LEMPENG,0824,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1330000,THE TRILINQ,33433.18732,21-25,66,JALAN LEMPENG,0924,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1330000,THE TRILINQ,33433.18732,26-30,65,JALAN LEMPENG,0624,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,4300000,THE TRILINQ,33433.18732,36-40,428,JALAN LEMPENG,0924,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1228000,THE TRILINQ,33433.18732,11-15,66,JALAN LEMPENG,0424,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2250000,THE TRILINQ,33433.18732,01-05,141,JALAN LEMPENG,0324,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,890000,THE TRILINQ,33433.18732,11-15,50,JALAN LEMPENG,0724,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,900000,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0923,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1240000,THE TRILINQ,33433.18732,11-15,65,JALAN LEMPENG,0723,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1880000,THE TRILINQ,33433.18732,06-10,97,JALAN LEMPENG,0524,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1700000,THE TRILINQ,33433.18732,16-20,85,JALAN LEMPENG,0424,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,888000,THE TRILINQ,33433.18732,01-05,50,JALAN LEMPENG,0824,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1240000,THE TRILINQ,33433.18732,01-05,66,JALAN LEMPENG,0124,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1350000,THE TRILINQ,33433.18732,31-35,70,JALAN LEMPENG,0723,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,915000,THE TRILINQ,33433.18732,11-15,50,JALAN LEMPENG,0824,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2650000,THE TRILINQ,33433.18732,31-35,141,JALAN LEMPENG,0924,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1880000,THE TRILINQ,33433.18732,01-05,103,JALAN LEMPENG,1123,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2118000,THE TRILINQ,33433.18732,06-10,103,JALAN LEMPENG,0524,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2400000,THE TRILINQ,33433.18732,11-15,141,JALAN LEMPENG,1023,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1800000,THE TRILINQ,33433.18732,31-35,85,JALAN LEMPENG,0724,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1800000,THE TRILINQ,33433.18732,31-35,97,JALAN LEMPENG,0824,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,960000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,0224,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1270000,THE TRILINQ,33433.18732,31-35,66,JALAN LEMPENG,0424,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1708888,THE TRILINQ,33433.18732,11-15,103,JALAN LEMPENG,0124,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2068888,THE TRILINQ,33433.18732,06-10,126,JALAN LEMPENG,0724,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2068000,THE TRILINQ,33433.18732,31-35,97,JALAN LEMPENG,0824,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1988000,THE TRILINQ,33433.18732,16-20,97,JALAN LEMPENG,0923,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,888000,THE TRILINQ,33433.18732,11-15,50,JALAN LEMPENG,0923,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2350000,THE TRILINQ,33433.18732,26-30,126,JALAN LEMPENG,1024,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,946000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,0824,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1280000,THE TRILINQ,33433.18732,11-15,70,JALAN LEMPENG,1223,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2250000,THE TRILINQ,33433.18732,11-15,125,JALAN LEMPENG,1024,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2450000,THE TRILINQ,33433.18732,01-05,141,JALAN LEMPENG,0923,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,4580000,THE TRILINQ,33433.18732,36-40,428,JALAN LEMPENG,1124,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1745000,THE TRILINQ,33433.18732,21-25,85,JALAN LEMPENG,0224,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1780000,THE TRILINQ,33433.18732,21-25,85,JALAN LEMPENG,1024,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2638888,THE TRILINQ,33433.18732,11-15,141,JALAN LEMPENG,0724,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1635000,THE TRILINQ,33433.18732,01-05,85,JALAN LEMPENG,1223,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1730000,THE TRILINQ,33433.18732,06-10,87,JALAN LEMPENG,1124,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1750000,THE TRILINQ,33433.18732,11-15,87,JALAN LEMPENG,1024,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2080000,THE TRILINQ,33433.18732,21-25,97,JALAN LEMPENG,1124,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2190000,THE TRILINQ,33433.18732,11-15,126,JALAN LEMPENG,0524,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2350000,THE TRILINQ,33433.18732,26-30,125,JALAN LEMPENG,0524,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2100000,THE TRILINQ,33433.18732,31-35,97,JALAN LEMPENG,1124,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1840888,THE TRILINQ,33433.18732,31-35,87,JALAN LEMPENG,0924,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1800000,THE TRILINQ,33433.18732,26-30,85,JALAN LEMPENG,0125,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1715000,THE TRILINQ,33433.18732,11-15,87,JALAN LEMPENG,1123,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1380000,THE TRILINQ,33433.18732,31-35,66,JALAN LEMPENG,0425,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1320000,THE TRILINQ,33433.18732,26-30,66,JALAN LEMPENG,1124,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1750000,THE TRILINQ,33433.18732,26-30,103,JALAN LEMPENG,0625,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2330000,THE TRILINQ,33433.18732,31-35,125,JALAN LEMPENG,0925,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1270000,THE TRILINQ,33433.18732,01-05,66,JALAN LEMPENG,0525,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1850000,THE TRILINQ,33433.18732,16-20,85,JALAN LEMPENG,0825,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1780000,THE TRILINQ,33433.18732,06-10,85,JALAN LEMPENG,0325,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,975000,THE TRILINQ,33433.18732,31-35,50,JALAN LEMPENG,0325,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,905000,THE TRILINQ,33433.18732,06-10,50,JALAN LEMPENG,0325,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1730000,THE TRILINQ,33433.18732,11-15,103,JALAN LEMPENG,0825,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1270000,THE TRILINQ,33433.18732,11-15,66,JALAN LEMPENG,0625,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2500000,THE TRILINQ,33433.18732,01-05,149,JALAN LEMPENG,0825,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1468000,THE TRILINQ,33433.18732,21-25,70,JALAN LEMPENG,0325,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1333888,THE TRILINQ,33433.18732,21-25,66,JALAN LEMPENG,0325,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1310000,THE TRILINQ,33433.18732,06-10,66,JALAN LEMPENG,0725,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1900000,THE TRILINQ,33433.18732,11-15,87,JALAN LEMPENG,0625,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2280000,THE TRILINQ,33433.18732,06-10,126,JALAN LEMPENG,0425,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2360000,THE TRILINQ,33433.18732,31-35,125,JALAN LEMPENG,0625,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,945000,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0625,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,938000,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0125,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1348000,THE TRILINQ,33433.18732,21-25,65,JALAN LEMPENG,0925,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,935000,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0525,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1800000,THE TRILINQ,33433.18732,21-25,103,JALAN LEMPENG,0725,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1400000,THE TRILINQ,33433.18732,16-20,70,JALAN LEMPENG,0825,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1828000,THE TRILINQ,33433.18732,11-15,85,JALAN LEMPENG,0425,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1048888,WEST BAY CONDOMINIUM,31284.53946,01-05,116,WEST COAST CRESCENT,1020,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,810000,WEST BAY CONDOMINIUM,31284.53946,01-05,83,WEST COAST CRESCENT,1120,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,927000,WEST BAY CONDOMINIUM,31284.53946,01-05,106,WEST COAST CRESCENT,1120,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,780000,WEST BAY CONDOMINIUM,31284.53946,01-05,88,WEST COAST CRESCENT,1020,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,768000,WEST BAY CONDOMINIUM,31284.53946,01-05,79,WEST COAST CRESCENT,0221,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1145000,WEST BAY CONDOMINIUM,31284.53946,01-05,134,WEST COAST CRESCENT,1120,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,798000,WEST BAY CONDOMINIUM,31284.53946,01-05,79,WEST COAST CRESCENT,1220,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1180000,WEST BAY CONDOMINIUM,31284.53946,01-05,116,WEST COAST CRESCENT,1021,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1068888,WEST BAY CONDOMINIUM,31284.53946,01-05,113,WEST COAST CRESCENT,0821,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1050000,WEST BAY CONDOMINIUM,31284.53946,01-05,120,WEST COAST CRESCENT,0721,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1000000,WEST BAY CONDOMINIUM,31284.53946,01-05,113,WEST COAST CRESCENT,1121,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,778000,WEST BAY CONDOMINIUM,31284.53946,01-05,79,WEST COAST CRESCENT,0421,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1085000,WEST BAY CONDOMINIUM,31284.53946,06-10,120,WEST COAST CRESCENT,0321,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1145000,WEST BAY CONDOMINIUM,31284.53946,01-05,119,WEST COAST CRESCENT,0821,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,805000,WEST BAY CONDOMINIUM,31284.53946,01-05,81,WEST COAST CRESCENT,0921,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,830000,WEST BAY CONDOMINIUM,31284.53946,01-05,84,WEST COAST CRESCENT,0721,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1100000,WEST BAY CONDOMINIUM,31284.53946,01-05,116,WEST COAST CRESCENT,0821,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,930000,WEST BAY CONDOMINIUM,31284.53946,01-05,83,WEST COAST CRESCENT,1221,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1180000,WEST BAY CONDOMINIUM,31284.53946,01-05,126,WEST COAST CRESCENT,0621,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,808000,WEST BAY CONDOMINIUM,31284.53946,01-05,83,WEST COAST CRESCENT,0521,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,775000,WEST BAY CONDOMINIUM,31284.53946,01-05,79,WEST COAST CRESCENT,0321,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1190000,WEST BAY CONDOMINIUM,31284.53946,01-05,113,WEST COAST CRESCENT,0322,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,878888,WEST BAY CONDOMINIUM,31284.53946,01-05,79,WEST COAST CRESCENT,0522,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1290000,WEST BAY CONDOMINIUM,31284.53946,01-05,120,WEST COAST CRESCENT,0322,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,925000,WEST BAY CONDOMINIUM,31284.53946,06-10,83,WEST COAST CRESCENT,0822,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1275000,WEST BAY CONDOMINIUM,31284.53946,01-05,119,WEST COAST CRESCENT,0122,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1310000,WEST BAY CONDOMINIUM,31284.53946,01-05,125,WEST COAST CRESCENT,0322,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,939000,WEST BAY CONDOMINIUM,31284.53946,01-05,83,WEST COAST CRESCENT,0722,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1270000,WEST BAY CONDOMINIUM,31284.53946,06-10,114,WEST COAST CRESCENT,0422,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1380000,WEST BAY CONDOMINIUM,31284.53946,01-05,120,WEST COAST CRESCENT,0223,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1272000,WEST BAY CONDOMINIUM,31284.53946,01-05,113,WEST COAST CRESCENT,0922,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1280000,WEST BAY CONDOMINIUM,31284.53946,01-05,119,WEST COAST CRESCENT,0822,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1300000,WEST BAY CONDOMINIUM,31284.53946,01-05,116,WEST COAST CRESCENT,1022,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,930000,WEST BAY CONDOMINIUM,31284.53946,06-10,83,WEST COAST CRESCENT,0323,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1500000,WEST BAY CONDOMINIUM,31284.53946,01-05,134,WEST COAST CRESCENT,1022,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1350000,WEST BAY CONDOMINIUM,31284.53946,01-05,116,WEST COAST CRESCENT,0323,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1390000,WEST BAY CONDOMINIUM,31284.53946,01-05,120,WEST COAST CRESCENT,0423,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,980000,WEST BAY CONDOMINIUM,31284.53946,01-05,79,WEST COAST CRESCENT,0523,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1300000,WEST BAY CONDOMINIUM,31284.53946,01-05,116,WEST COAST CRESCENT,0123,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1250000,WEST BAY CONDOMINIUM,31284.53946,01-05,106,WEST COAST CRESCENT,0523,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1480000,WEST BAY CONDOMINIUM,31284.53946,01-05,137,WEST COAST CRESCENT,1022,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1546000,WEST BAY CONDOMINIUM,31284.53946,06-10,137,WEST COAST CRESCENT,0623,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1520000,WEST BAY CONDOMINIUM,31284.53946,06-10,126,WEST COAST CRESCENT,0924,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,950000,WEST BAY CONDOMINIUM,31284.53946,01-05,83,WEST COAST CRESCENT,0324,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1588888,WEST BAY CONDOMINIUM,31284.53946,01-05,137,WEST COAST CRESCENT,1223,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1613800,WEST BAY CONDOMINIUM,31284.53946,01-05,134,WEST COAST CRESCENT,0624,Strata
1,99 yrs lease commencing from 1991,OCR,3,05,,20439.95978,Condominium,1030000,WEST BAY CONDOMINIUM,31284.53946,01-05,87,WEST COAST CRESCENT,1023,Strata
